2.220096, 1.818182, 0.000013
-3.043062, 1.435407, 0.000011
3.770335, -0.047847, 0.000001
1.473684, 2.428230, 0.000014
2.162679, 1.674641, 0.000013
-1.818182, 0.657895, 0.000197
3.349282, 0.777512, 0.000002
1.014354, -1.578947, 0.000014
1.167464, -2.428230, 0.000013
0.516746, 1.830144, 0.000015
-0.784689, 2.248804, 0.000042
0.267943, -2.404306, 0.000015
3.636364, 1.590909, 0.000048
1.626794, -0.215311, 0.065094
1.224880, -2.284689, 0.000013
2.602871, -1.519139, 0.999113
0.114833, 1.435407, 0.000022
-3.827751, -2.117225, 0.000028
-1.435407, 1.315789, 0.000028
1.186603, 0.023923, 0.893405
3.598086, -0.825359, 0.000036
-1.837321, -0.179426, 0.000055
-1.779904, -0.717703, 0.963774
-1.971292, 1.267943, 0.998990
3.406699, 0.155502, 0.000030
3.980861, 1.770335, 0.000002
-1.454545, -0.023923, 0.999035
3.119617, -0.885167, 0.997458
-3.387560, 0.622010, 0.270056
-3.425837, 0.705742, 0.000019
-3.081340, 0.885167, 0.999278
-1.665072, -0.765550, 0.000149
0.555024, -0.777512, 0.998266
0.727273, 1.949761, 0.000014
3.023923, -2.272727, 0.000027
3.464115, -0.980861, 0.000046
-0.440191, -0.956938, 0.000008
-0.899522, -1.004785, 0.000002
-3.100478, 2.033493, 0.000011
-1.569378, -1.148325, 0.000004
0.631579, 0.454545, 0.999175
-1.416268, 1.794258, 0.000029
3.157895, -0.107656, 0.999332
-0.861244, 1.590909, 0.000042
2.028708, -0.382775, 0.998040
-3.559809, -1.698565, 0.000033
2.966507, 0.083732, 0.771339
2.200957, 1.794258, 0.000013
-0.631579, 0.526316, 0.551144
-2.775120, 0.023923, 0.000014
-2.545455, -1.519139, 0.000017
3.138756, 2.452153, 0.000014
-3.751196, 2.452153, 0.000012
3.177033, 1.854067, 0.000018
0.459330, 0.741627, 0.000022
0.880383, 0.191388, 0.000194
2.660287, -1.555024, 0.999104
1.856459, -0.645933, 0.000004
3.827751, -0.968900, 0.000024
0.325359, -1.004785, 0.000038
3.291866, -0.956938, 0.713171
-2.889952, -1.459330, 0.000024
-2.028708, 0.466507, 0.000020
-2.564593, -0.861244, 0.021837
-3.617225, 2.069378, 0.000010
0.287081, 2.440191, 0.000019
-2.239234, 0.681818, 0.000318
-1.741627, -0.622010, 0.998943
2.889952, -0.215311, 0.000029
0.555024, 0.370813, 0.996331
0.861244, -2.105263, 0.000014
-0.363636, -2.093301, 0.000015
3.387560, -2.404306, 0.000031
2.717703, -1.495215, 0.999109
-3.502392, -0.610048, 0.000086
-3.770335, 2.200957, 0.000011
-0.803828, -1.267943, 0.000002
2.047847, -0.944976, 0.000010
3.119617, -2.356459, 0.000028
1.875598, 0.813397, 0.000028
0.459330, -1.722488, 0.000017
3.827751, 1.267943, 0.000001
1.645933, -1.184211, 0.000002
-3.598086, -1.160287, 0.000050
1.090909, -0.311005, 0.000010
0.842105, 2.368421, 0.000014
-2.009569, -1.782297, 0.000005
0.287081, -2.296651, 0.000016
-0.593301, 0.227273, 0.998925
-0.153110, 2.356459, 0.000034
2.047847, 0.442584, 0.001751
-1.569378, -2.320574, 0.000004
-0.019139, -1.411483, 0.000034
-0.784689, 1.375598, 0.000037
-3.732057, -1.830144, 0.000033
0.956938, 1.555024, 0.000014
-1.148325, 1.100478, 0.000037
1.473684, -0.921053, 0.000008
-2.947368, -0.311005, 0.998614
-0.095694, -2.416268, 0.000015
1.167464, 2.153110, 0.000014
3.138756, -2.081340, 0.000034
-2.086124, 0.143541, 0.989074
-0.650718, -0.083732, 0.999470
0.535885, -2.476077, 0.000015
2.832536, -2.165072, 0.000026
3.406699, -2.452153, 0.000031
2.181818, 1.877990, 0.000013
0.133971, 0.023923, 0.000007
1.818182, -0.275120, 0.001729
3.138756, 0.442584, 0.937372
2.775120, -1.543062, 0.998927
2.602871, -0.526316, 0.000031
1.397129, -1.555024, 0.000004
-3.961722, -1.208134, 0.000050
1.722488, 0.203349, 0.000902
0.918660, -1.447368, 0.000015
1.588517, -0.430622, 0.000091
-2.220096, -1.842105, 0.000005
3.540670, -1.004785, 0.000026
2.794258, 1.196172, 0.000033
1.033493, -1.614833, 0.000014
-3.023923, -0.011962, 0.191701
-1.665072, 0.215311, 0.999553
3.138756, 1.877990, 0.000017
-2.775120, 0.251196, 0.000013
-0.344498, -2.069378, 0.000016
-2.832536, 1.088517, 0.999434
1.301435, 1.925837, 0.000014
0.172249, -2.404306, 0.000016
-3.291866, 2.177033, 0.000012
0.669856, 0.083732, 0.056138
2.086124, 0.035885, 0.998205
3.923445, 2.153110, 0.000013
0.095694, -0.681818, 0.000006
-1.205742, -0.801435, 0.000003
0.248804, -2.129187, 0.000016
2.851675, -1.842105, 0.000051
2.334928, 2.021531, 0.000013
1.167464, -1.746411, 0.000013
2.411483, -1.507177, 0.999106
-3.674641, 0.143541, 0.000026
-2.334928, 0.574163, 0.000131
-1.377990, 0.598086, 0.000006
1.607656, 0.909091, 0.000014
3.272727, 1.399522, 0.000025
3.559809, -0.239234, 0.000001
0.363636, -1.913876, 0.000016
3.502392, -2.009569, 0.000044
2.334928, -0.071770, 0.000023
3.081340, -0.179426, 0.999087
-1.511962, -0.155502, 0.998850
0.784689, 0.263158, 0.023145
0.956938, 2.021531, 0.000014
2.028708, -0.538278, 0.988737
2.947368, 2.488038, 0.000013
-2.909091, 0.885167, 0.996940
2.181818, -1.016746, 0.121608
-1.090909, -0.311005, 0.000057
2.488038, 0.693780, 0.000064
2.622010, 0.693780, 0.000656
-0.382775, -0.191388, 0.000007
-1.397129, 1.686603, 0.000029
2.641148, 1.674641, 0.000014
-1.224880, -1.208134, 0.000005
2.258373, -1.136364, 0.853813
3.368421, 2.332536, 0.000015
-2.832536, 1.483254, 0.000007
-3.215311, -2.141148, 0.000013
0.172249, -2.260766, 0.000016
0.421053, -0.526316, 0.999459
2.889952, -0.765550, 0.333499
1.952153, 0.000000, 0.998012
0.497608, 1.244019, 0.000014
0.727273, -1.507177, 0.000018
-1.071770, -2.212919, 0.000003
0.976077, -0.442584, 0.000007
3.521531, 1.303828, 0.000001
-2.105263, 1.387560, 0.913921
-1.818182, -2.141148, 0.000004
-1.875598, -1.674641, 0.000004
-3.674641, 1.315789, 0.000005
3.100478, 1.638756, 0.000022
-1.492823, -1.064593, 0.000004
-0.210526, -0.765550, 0.000005
3.444976, -0.681818, 0.000121
-0.956938, -1.877990, 0.000005
2.124402, 2.081340, 0.000013
3.425837, -0.155502, 0.000003
-1.645933, 1.172249, 0.996977
3.444976, -0.346890, 0.000047
-1.397129, 2.021531, 0.000032
0.344498, 1.076555, 0.000017
2.162679, 1.531100, 0.000013
-1.665072, -0.705742, 0.205839
3.100478, 0.657895, 0.000013
